"FIN_TYPE","Finance Type","MEASURE","Measure","LENDER","Lender","PURPOSE","Purpose","REGION","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","4","South Australia","M","Monthly","2018-07","Jul-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","4","South Australia","M","Monthly","2018-08","Aug-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","4","South Australia","M","Monthly","2018-09","Sep-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","4","South Australia","M","Monthly","2018-10","Oct-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","4","South Australia","M","Monthly","2018-11","Nov-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","448","Other Transport Equipment","3","Queensland","M","Monthly","2018-01","Jan-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","448","Other Transport Equipment","3","Queensland","M","Monthly","2018-02","Feb-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","448","Other Transport Equipment","3","Queensland","M","Monthly","2018-03","Mar-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","448","Other Transport Equipment","3","Queensland","M","Monthly","2018-04","Apr-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","448","Other Transport Equipment","3","Queensland","M","Monthly","2018-05","May-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","448","Other Transport Equipment","3","Queensland","M","Monthly","2018-06","Jun-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","448","Other Transport Equipment","3","Queensland","M","Monthly","2018-07","Jul-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","448","Other Transport Equipment","3","Queensland","M","Monthly","2018-08","Aug-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","448","Other Transport Equipment","3","Queensland","M","Monthly","2018-09","Sep-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","448","Other Transport Equipment","3","Queensland","M","Monthly","2018-10","Oct-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","448","Other Transport Equipment","3","Queensland","M","Monthly","2018-11","Nov-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","392","Revolving Credit - used at end of month","5","Western Australia","M","Monthly","2018-01","Jan-2018",13676111,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","392","Revolving Credit - used at end of month","5","Western Australia","M","Monthly","2018-02","Feb-2018",13592575,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","392","Revolving Credit - used at end of month","5","Western Australia","M","Monthly","2018-03","Mar-2018",13483759,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","392","Revolving Credit - used at end of month","5","Western Australia","M","Monthly","2018-04","Apr-2018",14321799,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","392","Revolving Credit - used at end of month","5","Western Australia","M","Monthly","2018-05","May-2018",14028560,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","392","Revolving Credit - used at end of month","5","Western Australia","M","Monthly","2018-06","Jun-2018",14819006,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","392","Revolving Credit - used at end of month","5","Western Australia","M","Monthly","2018-07","Jul-2018",14101257,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","392","Revolving Credit - used at end of month","5","Western Australia","M","Monthly","2018-08","Aug-2018",14267342,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","392","Revolving Credit - used at end of month","5","Western Australia","M","Monthly","2018-09","Sep-2018",14960755,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","392","Revolving Credit - used at end of month","5","Western Australia","M","Monthly","2018-10","Oct-2018",14375332,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","392","Revolving Credit - used at end of month","5","Western Australia","M","Monthly","2018-11","Nov-2018",13775789,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","329","Purchase of real property Dwellings for rent/resale (by Other)","6","Tasmania","M","Monthly","2018-01","Jan-2018",5952,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","329","Purchase of real property Dwellings for rent/resale (by Other)","6","Tasmania","M","Monthly","2018-02","Feb-2018",8362,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","329","Purchase of real property Dwellings for rent/resale (by Other)","6","Tasmania","M","Monthly","2018-03","Mar-2018",12136,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","329","Purchase of real property Dwellings for rent/resale (by Other)","6","Tasmania","M","Monthly","2018-04","Apr-2018",7687,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","329","Purchase of real property Dwellings for rent/resale (by Other)","6","Tasmania","M","Monthly","2018-05","May-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","329","Purchase of real property Dwellings for rent/resale (by Other)","6","Tasmania","M","Monthly","2018-06","Jun-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","329","Purchase of real property Dwellings for rent/resale (by Other)","6","Tasmania","M","Monthly","2018-07","Jul-2018",12032,,
